ID,EpisodeID,CookID,JudgeID,Score
404,14,9,3,4
405,14,9,10,3
406,14,13,2,4
407,14,13,3,5
408,14,13,10,5
409,14,25,2,4
410,14,25,3,2
411,14,25,10,3
412,14,48,2,4
413,14,48,3,3
414,14,48,10,4
415,14,58,2,5
416,14,58,3,5
417,14,58,10,4
418,14,40,2,2
419,14,40,3,3
420,14,40,10,3
421,15,10,1,4
422,15,10,3,3
423,15,10,6,4
424,15,2,1,5
425,15,2,3,4
426,15,2,6,3
427,15,16,1,3
428,15,16,3,4
429,15,16,6,2
430,15,31,1,3
431,15,31,3,3
432,15,31,6,4
433,15,55,1,2
434,15,55,3,4
435,15,55,6,3
436,15,50,1,4
437,15,50,3,5
438,15,50,6,5
439,15,5,1,4
440,15,5,3,2
441,15,5,6,3
442,15,30,1,4
443,15,30,3,3
444,15,30,6,4
445,15,27,1,5
446,15,27,3,5
447,15,27,6,4
448,15,57,1,2
449,15,57,3,3
450,15,57,6,3
451,16,53,2,4
452,16,53,5,3
453,16,53,10,4
454,16,47,2,5
455,16,47,5,4
456,16,47,10,3
457,16,33,2,3
458,16,33,5,4
459,16,33,10,2
460,16,28,2,3
461,16,28,5,3
462,16,28,10,4
463,16,54,2,2
464,16,54,5,4
465,16,54,10,3
466,16,59,2,4
467,16,59,5,5
468,16,59,10,5
469,16,29,2,4
470,16,29,5,2
471,16,29,10,3
472,16,11,2,4
473,16,11,5,3
474,16,11,10,4
475,16,56,2,5
476,16,56,5,5
477,16,56,10,4
478,16,6,2,2
479,16,6,5,3
480,16,6,10,3
481,17,48,4,4
482,17,48,7,3
483,17,48,11,4
484,17,8,4,5
485,17,8,7,4
486,17,8,11,3
487,17,27,4,3
488,17,27,7,4
489,17,27,11,2
490,17,37,4,3
491,17,37,7,3
492,17,37,11,4
493,17,12,4,2
494,17,12,7,4
495,17,12,11,3
496,17,20,4,4
497,17,20,7,5
498,17,20,11,5
499,17,43,4,4
500,17,43,7,2
501,17,43,11,3
502,17,5,4,4
503,17,5,7,3
504,17,5,11,4
505,17,55,4,5
506,17,55,7,5
507,17,55,11,4
508,17,22,4,2
509,17,22,7,3
510,17,22,11,3
511,18,30,9,4
512,18,30,13,3
513,18,30,19,4
514,18,59,9,5
515,18,59,13,4
516,18,59,19,3
517,18,26,9,3
518,18,26,13,4
519,18,26,19,2
520,18,40,9,3
521,18,40,13,3
522,18,40,19,4
523,18,29,9,2
524,18,29,13,4
525,18,29,19,3
526,18,1,9,4
527,18,1,13,5
528,18,1,19,5
529,18,48,9,4
530,18,48,13,2
531,18,48,19,3
532,18,50,9,4
533,18,50,13,3
534,18,50,19,4
535,18,28,9,5
536,18,28,13,5
537,18,28,19,4
538,18,3,9,2
539,18,3,13,3
540,18,3,19,3
541,19,49,4,4
542,19,49,7,3
543,19,49,11,4
544,19,53,4,5
545,19,53,7,4
546,19,53,11,3
547,19,56,4,3
548,19,56,7,4
549,19,56,11,2
550,19,9,4,3
551,19,9,7,3
552,19,9,11,4
553,19,51,4,2
554,19,51,7,4
555,19,51,11,3
556,19,12,4,4
557,19,12,7,5
558,19,12,11,5
559,19,43,4,4
560,19,43,7,2
561,19,43,11,3
562,19,60,4,4
563,19,60,7,3
564,19,60,11,4
565,19,24,4,5
566,19,24,7,5
567,19,24,11,4
568,19,10,4,2
569,19,10,7,3
570,19,10,11,3
571,20,18,1,4
572,20,18,5,3
573,20,18,6,4
574,20,33,1,5
575,20,33,5,4
576,20,33,6,3
577,20,4,1,3
578,20,4,5,4
579,20,4,6,2
580,20,22,1,3
581,20,22,5,3
582,20,22,6,4
583,20,31,1,2
584,20,31,5,4
585,20,31,6,3
586,20,42,1,4
587,20,42,5,5
588,20,42,6,5
589,20,48,1,4
590,20,48,5,2
591,20,48,6,3
592,20,47,1,4
593,20,47,5,3
594,20,47,6,4
595,20,27,1,5
596,20,27,5,5
597,20,27,6,4
598,20,35,1,2
599,20,35,5,3
600,20,35,6,3
601,21,8,3,4
602,21,8,7,3
603,21,8,12,4
604,21,13,3,5
605,21,13,7,4
606,21,13,12,3
607,21,39,3,3
608,21,39,7,4
609,21,39,12,2
610,21,15,3,3
611,21,15,7,3
612,21,15,12,4
613,21,19,3,2
614,21,19,7,4
615,21,19,12,3
616,21,2,3,4
617,21,2,7,5
618,21,2,12,5
619,21,46,3,4
620,21,46,7,2
621,21,46,12,3
622,21,17,3,4
623,21,17,7,3
624,21,17,12,4
625,21,41,3,5
626,21,41,7,5
627,21,41,12,4
628,21,45,3,2
629,21,45,7,3
630,21,45,12,3
631,22,29,4,4
632,22,29,9,3
633,22,29,14,4
634,22,33,4,5
635,22,33,9,4
636,22,33,14,3
637,22,39,4,3
638,22,39,9,4
639,22,39,14,2
640,22,56,4,3
641,22,56,9,3
642,22,56,14,4
643,22,28,4,2
644,22,28,9,4
645,22,28,14,3
646,22,43,4,4
647,22,43,9,5
648,22,43,14,5
649,22,13,4,4
650,22,13,9,2
651,22,13,14,3
652,22,25,4,4
653,22,25,9,3
654,22,25,14,4
655,22,26,4,5
656,22,26,9,5
657,22,26,14,4
658,22,48,4,2
659,22,48,9,3
660,22,48,14,3
661,23,20,2,4
662,23,20,8,3
663,23,20,10,4
664,23,3,2,5
665,23,3,8,4
666,23,3,10,3
667,23,6,2,3
668,23,6,8,4
669,23,6,10,2
670,23,51,2,3
671,23,51,8,3
672,23,51,10,4
673,23,53,2,2
674,23,53,8,4
675,23,53,10,3
676,23,4,2,4
677,23,4,8,5
678,23,4,10,5
679,23,1,2,4
680,23,1,8,2
681,23,1,10,3
682,23,11,2,4
683,23,11,8,3
684,23,11,10,4
685,23,7,2,5
686,23,7,8,5
687,23,7,10,4
688,23,45,2,2
689,23,45,8,3
690,23,45,10,3
691,24,22,3,4
692,24,22,5,3
693,24,22,11,4
694,24,12,3,5
695,24,12,5,4
696,24,12,11,3
697,24,54,3,3
698,24,54,5,4
699,24,54,11,2
700,24,2,3,3
701,24,2,5,3
702,24,2,11,4
703,24,48,3,2
704,24,48,5,4
705,24,48,11,3
706,24,18,3,4
707,24,18,5,5
708,24,18,11,5
709,24,14,3,4
710,24,14,5,2
711,24,14,11,3
712,24,57,3,4
713,24,57,5,3
714,24,57,11,4
715,24,41,3,5
716,24,41,5,5
717,24,41,11,4
718,24,60,3,2
719,24,60,5,3
720,24,60,11,3
721,25,30,1,4
722,25,30,7,3
723,25,30,13,4
724,25,6,1,5
725,25,6,7,4
726,25,6,13,3
727,25,59,1,3
728,25,59,7,4
729,25,59,13,2
730,25,50,1,3
731,25,50,7,3
732,25,50,13,4
733,25,58,1,2
734,25,58,7,4
735,25,58,13,3
736,25,33,1,4
737,25,33,7,5
738,25,33,13,5
739,25,4,1,4
740,25,4,7,2
741,25,4,13,3
742,25,25,1,4
743,25,25,7,3
744,25,25,13,4
745,25,35,1,5
746,25,35,7,5
747,25,35,13,4
748,25,32,1,2
749,25,32,7,3
750,25,32,13,3
751,26,21,3,4
752,26,21,9,3
753,26,21,15,4
754,26,22,3,5
755,26,22,9,4
756,26,22,15,3
757,26,37,3,3
758,26,37,9,4
759,26,37,15,2
760,26,31,3,3
761,26,31,9,3
762,26,31,15,4
763,26,44,3,2
764,26,44,9,4
765,26,44,15,3
766,26,12,3,4
767,26,12,9,5
768,26,12,15,5
769,26,43,3,4
770,26,43,9,2
771,26,43,15,3
772,26,16,3,4
773,26,16,9,3
774,26,16,15,4
775,26,51,3,5
776,26,51,9,5
777,26,51,15,4
778,26,57,3,2
779,26,57,9,3
780,26,57,15,3
781,27,8,2,4
782,27,8,6,3
783,27,8,14,4
784,27,30,2,5
785,27,30,6,4
786,27,30,14,3
787,27,45,2,3
788,27,45,6,4
789,27,45,14,2
790,27,22,2,3
791,27,22,6,3
792,27,22,14,4
793,27,5,2,2
794,27,5,6,4
795,27,5,14,3
796,27,35,2,4
797,27,35,6,5
798,27,35,14,5
799,27,26,2,4
800,27,26,6,2
801,27,26,14,3
802,27,24,2,4
803,27,24,6,3
804,27,24,14,4
805,27,13,2,5
806,27,13,6,5
807,27,13,14,4
808,27,10,2,2
809,27,10,6,3
810,27,10,14,3
811,28,41,4,4
812,28,41,7,3
813,28,41,15,4
814,28,50,4,5
815,28,50,7,4
816,28,50,15,3
817,28,9,4,3
818,28,9,7,4
819,28,9,15,2
820,28,33,4,3
821,28,33,7,3
822,28,33,15,4
823,28,3,4,2
824,28,3,7,4
825,28,3,15,3
826,28,42,4,4
827,28,42,7,5
828,28,42,15,5
829,28,6,4,4
830,28,6,7,2
831,28,6,15,3
832,28,47,4,4
833,28,47,7,3
834,28,47,15,4
835,28,25,4,5
836,28,25,7,5
837,28,25,15,4
838,28,32,4,2
839,28,32,7,3
840,28,32,15,3
841,29,17,3,4
842,29,17,8,3
843,29,17,10,4
844,29,19,3,5
845,29,19,8,4
846,29,19,10,3
847,29,12,3,3
848,29,12,8,4
849,29,12,10,2
850,29,2,3,3
851,29,2,8,3
852,29,2,10,4
853,29,22,3,2
854,29,22,8,4
855,29,22,10,3
856,29,31,3,4
857,29,31,8,5
858,29,31,10,5
859,29,50,3,4
860,29,50,8,2
861,29,50,10,3
862,29,5,3,4
863,29,5,8,3
864,29,5,10,4
865,29,35,3,5
866,29,35,8,5
867,29,35,10,4
868,29,7,3,2
869,29,7,8,3
870,29,7,10,3
871,30,3,1,4
872,30,3,6,3
873,30,3,14,4
874,30,13,1,5
875,30,13,6,4
876,30,13,14,3
877,30,56,1,3
878,30,56,6,4
879,30,56,14,2
880,30,12,1,3
881,30,12,6,3
882,30,12,14,4
883,30,9,1,2
884,30,9,6,4
885,30,9,14,3
886,30,33,1,4
887,30,33,6,5
888,30,33,14,5
889,30,2,1,4
890,30,2,6,2
891,30,2,14,3
892,30,4,1,4
893,30,4,6,3
894,30,4,14,4
895,30,22,1,5
896,30,22,6,5
897,30,22,14,4
898,30,30,1,2
899,30,30,6,3
900,30,30,14,3
901,31,18,2,4
902,31,18,7,3
903,31,18,9,4
904,31,37,2,5
905,31,37,7,4
906,31,37,9,3
907,31,11,2,3
908,31,11,7,4
909,31,11,9,2
910,31,1,2,3
911,31,1,7,3
912,31,1,9,4
913,31,24,2,2
914,31,24,7,4
915,31,24,9,3
916,31,5,2,4
917,31,5,7,5
918,31,5,9,5
919,31,22,2,4
920,31,22,7,2
921,31,22,9,3
922,31,20,2,4
923,31,20,7,3
924,31,20,9,4
925,31,44,2,5
926,31,44,7,5
927,31,44,9,4
928,31,26,2,2
929,31,26,7,3
930,31,26,9,3
931,32,33,3,4
932,32,33,10,3
933,32,33,13,4
934,32,36,3,5
935,32,36,10,4
936,32,36,13,3
937,32,8,3,3
938,32,8,10,4
939,32,8,13,2
940,32,37,3,3
941,32,37,10,3
942,32,37,13,4
943,32,50,3,2
944,32,50,10,4
945,32,50,13,3
946,32,53,3,4
947,32,53,10,5
948,32,53,13,5
949,32,11,3,4
950,32,11,10,2
951,32,11,13,3
952,32,5,3,4
953,32,5,10,3
954,32,5,13,4
955,32,1,3,5
956,32,1,10,5
957,32,1,13,4
958,32,40,3,2
959,32,40,10,3
960,32,40,13,3
961,33,22,4,4
962,33,22,8,3
963,33,22,12,4
964,33,24,4,5
965,33,24,8,4
966,33,24,12,3
967,33,30,4,3
968,33,30,8,4
969,33,30,12,2
970,33,21,4,3
971,33,21,8,3
972,33,21,12,4
973,33,2,4,2
974,33,2,8,4
975,33,2,12,3
976,33,11,4,4
977,33,11,8,5
978,33,11,12,5
979,33,28,4,4
980,33,28,8,2
981,33,28,12,3
982,33,50,4,4
983,33,50,8,3
984,33,50,12,4
985,33,41,4,5
986,33,41,8,5
987,33,41,12,4
988,33,7,4,2
989,33,7,8,3
990,33,7,12,3
991,34,3,5,4
992,34,3,9,3
993,34,3,13,4
994,34,45,5,5
995,34,45,9,4
996,34,45,13,3
997,34,14,5,3
998,34,14,9,4
999,34,14,13,2
1000,34,29,5,3
1001,34,29,9,3
1002,34,29,13,4
1003,34,16,5,2
1004,34,16,9,4
1005,34,16,13,3
1006,34,55,5,4
1007,34,55,9,5
1008,34,55,13,5
1009,34,7,5,4
1010,34,7,9,2
1011,34,7,13,3
1012,34,58,5,4
1013,34,58,9,3
1014,34,58,13,4
1015,34,1,5,5
1016,34,1,9,5
1017,34,1,13,4
1018,34,17,5,2
1019,34,17,9,3
1020,34,17,13,3
1021,35,50,3,4
1022,35,50,6,3
1023,35,50,11,4
1024,35,10,3,5
1025,35,10,6,4
1026,35,10,11,3
1027,35,1,3,3
1028,35,1,6,4
1029,35,1,11,2
1030,35,8,3,3
1031,35,8,6,3
1032,35,8,11,4
1033,35,9,3,2
1034,35,9,6,4
1035,35,9,11,3
1036,35,7,3,4
1037,35,7,6,5
1038,35,7,11,5
1039,35,35,3,4
1040,35,35,6,2
1041,35,35,11,3
1042,35,17,3,4
1043,35,17,6,3
1044,35,17,11,4
1045,35,52,3,5
1046,35,52,6,5
1047,35,52,11,4
1048,35,12,3,2
1049,35,12,6,3
1050,35,12,11,3
1051,36,28,4,4
1052,36,28,7,3
1053,36,28,14,4
1054,36,44,4,5
1055,36,44,7,4
1056,36,44,14,3
1057,36,15,4,3
1058,36,15,7,4
1059,36,15,14,2
1060,36,33,4,3
1061,36,33,7,3
1062,36,33,14,4
1063,36,46,4,2
1064,36,46,7,4
1065,36,46,14,3
1066,36,31,4,4
1067,36,31,7,5
1068,36,31,14,5
1069,36,5,4,4
1070,36,5,7,2
1071,36,5,14,3
1072,36,21,4,4
1073,36,21,7,3
1074,36,21,14,4
1075,36,40,4,5
1076,36,40,7,5
1077,36,40,14,4
1078,36,41,4,2
1079,36,41,7,3
1080,36,41,14,3
1081,37,43,2,4
1082,37,43,5,3
1083,37,43,9,4
1084,37,24,2,5
1085,37,24,5,4
1086,37,24,9,3
1087,37,60,2,3
1088,37,60,5,4
1089,37,60,9,2
1090,37,31,2,3
1091,37,31,5,3
1092,37,31,9,4
1093,37,54,2,2
1094,37,54,5,4
1095,37,54,9,3
1096,37,7,2,4
1097,37,7,5,5
1098,37,7,9,5
1099,37,48,2,4
1100,37,48,5,2
1101,37,48,9,3
1102,37,36,2,4
1103,37,36,5,3
1104,37,36,9,4
1105,37,4,2,5
1106,37,4,5,5
1107,37,4,9,4
1108,37,38,2,2
1109,37,38,5,3
1110,37,38,9,3
1111,38,52,3,4
1112,38,52,6,3
1113,38,52,10,4
1114,38,55,3,5
1115,38,55,6,4
1116,38,55,10,3
1117,38,50,3,3
1118,38,50,6,4
1119,38,50,10,2
1120,38,53,3,3
1121,38,53,6,3
1122,38,53,10,4
1123,38,42,3,2
1124,38,42,6,4
1125,38,42,10,3
1126,38,2,3,4
1127,38,2,6,5
1128,38,2,10,5
1129,38,39,3,4
1130,38,39,6,2
1131,38,39,10,3
1132,38,45,3,4
1133,38,45,6,3
1134,38,45,10,4
1135,38,18,3,5
1136,38,18,6,5
1137,38,18,10,4
1138,38,12,3,2
1139,38,12,6,3
1140,38,12,10,3
1141,39,57,3,4
1142,39,57,7,3
1143,39,57,12,4
1144,39,10,3,5
1145,39,10,7,4
1146,39,10,12,3
1147,39,11,3,3
1148,39,11,7,4
1149,39,11,12,2
1150,39,49,3,3
1151,39,49,7,3
1152,39,49,12,4
1153,39,40,3,2
1154,39,40,7,4
1155,39,40,12,3
1156,39,44,3,4
1157,39,44,7,5
1158,39,44,12,5
1159,39,1,3,4
1160,39,1,7,2
1161,39,1,12,3
1162,39,28,3,4
1163,39,28,7,3
1164,39,28,12,4
1165,39,29,3,5
1166,39,29,7,5
1167,39,29,12,4
1168,39,32,3,2
1169,39,32,7,3
1170,39,32,12,3
1171,40,25,4,4
1172,40,25,8,3
1173,40,25,13,4
1174,40,35,4,5
1175,40,35,8,4
1176,40,35,13,3
1177,40,46,4,3
1178,40,46,8,4
1179,40,46,13,2
1180,40,15,4,3
1181,40,15,8,3
1182,40,15,13,4
1183,40,33,4,2
1184,40,33,8,4
1185,40,33,13,3
1186,40,36,4,4
1187,40,36,8,5
1188,40,36,13,5
1189,40,5,4,4
1190,40,5,8,2
1191,40,5,13,3
1192,40,21,4,4
1193,40,21,8,3
1194,40,21,13,4
1195,40,40,4,5
1196,40,40,8,5
1197,40,40,13,4
1198,40,41,4,2
1199,40,41,8,3
1200,40,41,13,3
1201,41,56,4,4
1202,41,56,9,3
1203,41,56,11,4
1204,41,20,4,5
1205,41,20,9,4
1206,41,20,11,3
1207,41,48,4,3
1208,41,48,9,4
1209,41,48,11,2
1210,41,22,4,3
1211,41,22,9,3
1212,41,22,11,4
1213,41,50,4,2
1214,41,50,9,4
1215,41,50,11,3
1216,41,41,4,4
1217,41,41,9,5
1218,41,41,11,5
1219,41,8,4,4
1220,41,8,9,2
1221,41,8,11,3
1222,41,34,4,4
1223,41,34,9,3
1224,41,34,11,4
1225,41,13,4,5
1226,41,13,9,5
1227,41,13,11,4
1228,41,58,4,2
1229,41,58,9,3
1230,41,58,11,3
1231,42,31,5,4
1232,42,31,8,3
1233,42,31,12,4
1234,42,29,5,5
1235,42,29,8,4
1236,42,29,12,3
1237,42,51,5,3
1238,42,51,8,4
1239,42,51,12,2
1240,42,18,5,3
1241,42,18,8,3
1242,42,18,12,4
1243,42,38,5,2
1244,42,38,8,4
1245,42,38,12,3
1246,42,4,5,4
1247,42,4,8,5
1248,42,4,12,5
1249,42,30,5,4
1250,42,30,8,2
1251,42,30,12,3
1252,42,3,5,4
1253,42,3,8,3
1254,42,3,12,4
1255,42,24,5,5
1256,42,24,8,5
1257,42,24,12,4
1258,42,19,5,2
1259,42,19,8,3
1260,42,19,12,3
1261,43,16,3,4
1262,43,16,5,3
1263,43,16,14,4
1264,43,17,3,5
1265,43,17,5,4
1266,43,17,14,3
1267,43,23,3,3
1268,43,23,5,4
1269,43,23,14,2
1270,43,25,3,3
1271,43,25,5,3
1272,43,25,14,4
1273,43,33,3,2
1274,43,33,5,4
1275,43,33,14,3
1276,43,44,3,4
1277,43,44,5,5
1278,43,44,14,5
1279,43,40,3,4
1280,43,40,5,2
1281,43,40,14,3
1282,43,11,3,4
1283,43,11,5,3
1284,43,11,14,4
1285,43,27,3,5
1286,43,27,5,5
1287,43,27,14,4
1288,43,9,3,2
1289,43,9,5,3
1290,43,9,14,3
1291,44,13,4,4
1292,44,13,8,3
1293,44,13,10,4
1294,44,15,4,5
1295,44,15,8,4
1296,44,15,10,3
1297,44,3,4,3
1298,44,3,8,4
1299,44,3,10,2
1300,44,29,4,3
1301,44,29,8,3
1302,44,29,10,4
1303,44,9,4,2
1304,44,9,8,4
1305,44,9,10,3
1306,44,45,4,4
1307,44,45,8,5
1308,44,45,10,5
1309,44,7,4,4
1310,44,7,8,2
1311,44,7,10,3
1312,44,27,4,4
1313,44,27,8,3
1314,44,27,10,4
1315,44,58,4,5
1316,44,58,8,5
1317,44,58,10,4
1318,44,1,4,2
1319,44,1,8,3
1320,44,1,10,3
1321,45,52,2,4
1322,45,52,6,3
1323,45,52,12,4
1324,45,17,2,5
1325,45,17,6,4
1326,45,17,12,3
1327,45,10,2,3
1328,45,10,6,4
1329,45,10,12,2
1330,45,31,2,3
1331,45,31,6,3
1332,45,31,12,4
1333,45,36,2,2
1334,45,36,6,4
1335,45,36,12,3
1336,45,54,2,4
1337,45,54,6,5
1338,45,54,12,5
1339,45,8,2,4
1340,45,8,6,2
1341,45,8,12,3
1342,45,4,2,4
1343,45,4,6,3
1344,45,4,12,4
1345,45,39,2,5
1346,45,39,6,5
1347,45,39,12,4
1348,45,29,2,2
1349,45,29,6,3
1350,45,29,12,3
1351,46,28,3,4
1352,46,28,5,3
1353,46,28,14,4
1354,46,6,3,5
1355,46,6,5,4
1356,46,6,14,3
1357,46,59,3,3
1358,46,59,5,4
1359,46,59,14,2
